file,tests,stratified,splits,k,weight,metric,acc,pr,rec,f1,acc_std,pr_std,rec_std,f1_std
wine.csv,crossvalidation,not,2,3,uniform,euclidean,0.8370786516853932,0.8382275132275132,0.8308697465876467,0.8325671702537374,0.0,0.0,0.0,0.0
wine.csv,crossvalidation,not,3,3,uniform,euclidean,0.7583804143126177,0.7720715141004996,0.7592635819760002,0.7504823391878045,0.0,0.0,0.0,0.0
wine.csv,crossvalidation,not,5,3,uniform,euclidean,0.7865079365079366,0.7970815350227115,0.7842957260604319,0.7761554884833617,0.0,0.0,0.0,0.0
wine.csv,crossvalidation,not,10,3,uniform,euclidean,0.8248366013071895,0.8250793650793652,0.8018470418470418,0.7994625194779993,0.0,0.0,0.0,0.0
wine.csv,crossvalidation,strat,2,3,uniform,euclidean,0.8313131313131313,0.8307474147244945,0.8284596788907133,0.8281674492929751,0.0,0.0,0.0,0.0
wine.csv,crossvalidation,strat,3,3,uniform,euclidean,0.8095785440613028,0.8225534813770108,0.7987202305280109,0.8017103189678428,0.0,0.0,0.0,0.0
wine.csv,crossvalidation,strat,5,3,uniform,euclidean,0.809434981199687,0.8081074481074483,0.8010533910533912,0.7981595546890377,0.0,0.0,0.0,0.0
wine.csv,crossvalidation,strat,10,3,uniform,euclidean,0.7920063639490884,0.8000925925925927,0.7841666666666667,0.7839491989491989,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,1,uniform,manhattan,0.9051599587203303,0.9234259259259259,0.9036904761904763,0.9045896695896696,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,2,uniform,manhattan,0.8586665806673546,0.8867724867724869,0.8561904761904762,0.8588918815389406,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,3,uniform,manhattan,0.8881600447196423,0.9010714285714286,0.8890873015873015,0.8887334887334888,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,4,uniform,manhattan,0.8877988476092191,0.9028968253968254,0.8882936507936507,0.8888509692921456,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,5,uniform,manhattan,0.8988003095975232,0.9131084656084656,0.8980952380952381,0.8990908165908165,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,7,uniform,manhattan,0.90343782249742,0.9111507936507938,0.9071825396825396,0.9051757501757501,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,10,uniform,manhattan,0.8937156002751978,0.9079629629629631,0.8894444444444444,0.8924194650665239,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,15,uniform,manhattan,0.8887104403164775,0.9074735449735449,0.8804365079365079,0.8849059274059273,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,20,uniform,manhattan,0.8703624871001032,0.8855026455026456,0.866904761904762,0.8666237466237465,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,1,uniform,euclidean,0.8422923116615066,0.8585714285714285,0.8439285714285715,0.8399814074814076,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,2,uniform,euclidean,0.7728951668386653,0.7841534391534393,0.7555952380952381,0.7493343747755512,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,3,uniform,euclidean,0.7814456484348126,0.7917592592592593,0.7710714285714285,0.7681069692834399,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,4,uniform,euclidean,0.8021628826969384,0.8344708994708995,0.7887301587301587,0.7879629466394171,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,5,uniform,euclidean,0.807610939112487,0.8336063011063011,0.797420634920635,0.8012965574730281,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,7,uniform,euclidean,0.8010685414516683,0.815489417989418,0.7950396825396826,0.7922450479803421,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,10,uniform,euclidean,0.7808522531819746,0.8079232804232804,0.7786507936507937,0.7754578926405552,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,15,uniform,euclidean,0.7842922256621947,0.7974158249158249,0.780436507936508,0.774649337590514,0.0,0.0,0.0,0.0
wine.csv,metric,strat,10,20,uniform,euclidean,0.7521972824217407,0.775079365079365,0.7512301587301586,0.7499551374551374,0.0,0.0,0.0,0.0
wine.csv,weight,strat,10,1,uniform,euclidean,0.8432856037151704,0.8522619047619047,0.8527777777777779,0.8424122174122175,0.0,0.0,0.0,0.0
wine.csv,weight,strat,10,2,uniform,euclidean,0.7762104403164776,0.8062385762385762,0.7661507936507935,0.7611865041276806,0.0,0.0,0.0,0.0
wine.csv,weight,strat,10,3,uniform,euclidean,0.8026057791537667,0.8062698412698414,0.797579365079365,0.7963282088282089,0.0,0.0,0.0,0.0
wine.csv,weight,strat,10,4,uniform,euclidean,0.8204785861713105,0.833968253968254,0.812936507936508,0.8116868316868316,0.0,0.0,0.0,0.0
wine.csv,weight,strat,10,5,uniform,euclidean,0.8495291537667699,0.8727585377585377,0.8375396825396825,0.8377035981447747,0.0,0.0,0.0,0.0
wine.csv,weight,strat,10,7,uniform,euclidean,0.8204033367733057,0.8347354497354498,0.8150396825396825,0.8088102746926277,0.0,0.0,0.0,0.0
wine.csv,weight,strat,10,10,uniform,euclidean,0.8095781733746129,0.8282479557479558,0.8094444444444445,0.8033547062958828,0.0,0.0,0.0,0.0
wine.csv,weight,strat,10,15,uniform,euclidean,0.7980714654282764,0.8153523328523329,0.7990873015873016,0.7940177804651489,0.0,0.0,0.0,0.0
wine.csv,weight,strat,10,20,uniform,euclidean,0.7751547987616099,0.798474025974026,0.7787698412698412,0.7725219225219224,0.0,0.0,0.0,0.0
