file,tests,stratified,splits,k,weight,metric,acc,pr,rec,f1,acc_std,pr_std,rec_std,f1_std
iris.csv,crossvalidation,0,2,3,uniform,euclidean,0.96,0.9593253968253969,0.9627408517963241,0.9596747396233597,0.0,0.0,0.0,0.0
iris.csv,crossvalidation,0,3,3,uniform,euclidean,0.9666666666666667,0.9702614379084968,0.9673789173789175,0.9668625268625268,0.0,0.0,0.0,0.0
iris.csv,crossvalidation,0,5,3,uniform,euclidean,0.9733333333333334,0.9754273504273506,0.9721445221445222,0.9731223124701387,0.0,0.0,0.0,0.0
iris.csv,crossvalidation,0,10,3,uniform,euclidean,0.9733333333333334,0.97,0.9746825396825397,0.9709399859399859,0.0,0.0,0.0,0.0
iris.csv,crossvalidation,1,2,3,uniform,euclidean,0.9466666666666667,0.9512465989227609,0.9466666666666667,0.9464521656550642,0.0,0.0,0.0,0.0
iris.csv,crossvalidation,1,3,3,uniform,euclidean,0.9730392156862746,0.9745824255628177,0.9730392156862746,0.9729847494553377,0.0,0.0,0.0,0.0
iris.csv,crossvalidation,1,5,3,uniform,euclidean,0.9800000000000001,0.9818181818181818,0.9800000000000001,0.9799498746867169,0.0,0.0,0.0,0.0
iris.csv,crossvalidation,1,10,3,uniform,euclidean,0.9800000000000001,0.9811111111111112,0.9800000000000001,0.97993265993266,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,1,uniform,manhattan,0.9666666666666668,0.9700000000000001,0.9666666666666666,0.9664646464646465,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,1,uniform,euclidean,0.96,0.9682539682539684,0.96,0.9591750841750841,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,2,uniform,manhattan,0.9533333333333334,0.9626984126984128,0.9533333333333334,0.9524410774410773,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,2,uniform,euclidean,0.9600000000000002,0.9682539682539684,0.96,0.9591750841750841,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,3,uniform,manhattan,0.9800000000000001,0.9811111111111112,0.9800000000000001,0.97993265993266,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,3,uniform,euclidean,0.9800000000000001,0.9833333333333334,0.9799999999999999,0.9797979797979798,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,4,uniform,manhattan,0.9733333333333334,0.9755555555555556,0.9733333333333333,0.9731986531986532,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,4,uniform,euclidean,0.9733333333333334,0.9777777777777779,0.9733333333333333,0.973063973063973,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,5,uniform,manhattan,0.9666666666666668,0.9738095238095239,0.9666666666666666,0.9659090909090908,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,5,uniform,euclidean,0.9733333333333334,0.9793650793650794,0.9733333333333333,0.9726430976430975,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,7,uniform,manhattan,0.9666666666666668,0.9700000000000001,0.9666666666666666,0.9664646464646465,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,7,uniform,euclidean,0.9666666666666668,0.9738095238095239,0.9666666666666666,0.9659090909090908,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,10,uniform,manhattan,0.9733333333333334,0.9777777777777779,0.9733333333333333,0.973063973063973,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,10,uniform,euclidean,0.9666666666666666,0.9700000000000001,0.9666666666666666,0.9664646464646465,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,15,uniform,manhattan,0.9733333333333334,0.9777777777777779,0.9733333333333333,0.973063973063973,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,15,uniform,euclidean,0.9666666666666668,0.9738095238095239,0.9666666666666666,0.9659090909090908,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,20,uniform,manhattan,0.9733333333333334,0.9777777777777779,0.9733333333333333,0.973063973063973,0.0,0.0,0.0,0.0
iris.csv,metric,1,10,20,uniform,euclidean,0.9800000000000001,0.9833333333333334,0.9800000000000001,0.9797979797979798,0.0,0.0,0.0,0.0
iris.csv,weight,1,10,1,uniform,euclidean,0.96,0.9666666666666668,0.96,0.9595959595959596,0.0,0.0,0.0,0.0
iris.csv,weight,1,10,1,distance,euclidean,0.96,0.9666666666666668,0.96,0.9595959595959596,0.0,0.0,0.0,0.0
iris.csv,weight,1,10,1,square,euclidean,0.9666666666666668,0.9722222222222223,0.9666666666666666,0.9663299663299663,0.0,0.0,0.0,0.0
iris.csv,weight,1,10,2,uniform,euclidean,0.9533333333333334,0.9611111111111112,0.9533333333333334,0.9528619528619527,0.0,0.0,0.0,0.0
iris.csv,weight,1,10,2,distance,euclidean,0.96,0.9644444444444444,0.96,0.9597306397306398,0.0,0.0,0.0,0.0
iris.csv,weight,1,10,2,square,euclidean,0.9666666666666668,0.9738095238095239,0.9666666666666666,0.9659090909090908,0.0,0.0,0.0,0.0
iris.csv,weight,1,10,3,uniform,euclidean,0.9800000000000001,0.9811111111111112,0.9800000000000001,0.97993265993266,0.0,0.0,0.0,0.0
iris.csv,weight,1,10,3,distance,euclidean,0.9800000000000001,0.9833333333333334,0.9799999999999999,0.9797979797979798,0.0,0.0,0.0,0.0
iris.csv,weight,1,10,3,square,euclidean,0.9666666666666666,0.9715873015873017,0.9666666666666666,0.966043771043771,0.0,0.0,0.0,0.0
iris.csv,weight,1,10,4,uniform,euclidean,0.9733333333333334,0.9777777777777779,0.9733333333333333,0.973063973063973,0.0,0.0,0.0,0.0
